constIndex:135|lP.x:-40.34|lP.y:34.935|lP.z:4.2116|lR.x:0|lR.y:.92388|lR.z:.38268|lR.w:0|lS.x:1|lS.y:1|lS.z:1.41422
constIndex:41|lP.x:26.22|lP.y:35.84|lP.z:-.0033|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:26.22|lP.y:35.84|lP.z:2.5567|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:26.22|lP.y:35.84|lP.z:5.1167|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:23.66|lP.y:35.84|lP.z:7.6767|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:18.54|lP.y:35.84|lP.z:12.7967|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:12.7967|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:15.3567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:20.4767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:23.0367|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:25.5967|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:28.1567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:30.7167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:33.2767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:35.8367|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:5.74|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:3.18|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:.62|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-4.5|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-9.62|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-12.18|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-14.74|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-17.3|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-19.86|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-22.42|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-24.98|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-27.54|lP.y:35.52|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-30.1|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-32.66|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-35.22|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-37.77999|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-40.34|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-42.9|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-45.46|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-50.57999|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-53.14|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-55.7|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-58.25999|lP.y:35.84|lP.z:17.9167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-14.74|lP.y:35.84|lP.z:20.4767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-17.3|lP.y:35.84|lP.z:20.4767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-19.86|lP.y:35.84|lP.z:20.4767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-14.74|lP.y:35.84|lP.z:23.0367|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-17.3|lP.y:35.84|lP.z:23.0367|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-19.86|lP.y:35.84|lP.z:23.0367|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-14.74|lP.y:35.84|lP.z:15.3567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-17.3|lP.y:35.84|lP.z:15.3567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-19.86|lP.y:35.84|lP.z:15.3567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-14.74|lP.y:35.84|lP.z:12.7967|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-17.3|lP.y:35.84|lP.z:12.7967|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-19.86|lP.y:35.84|lP.z:12.7967|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:5.74|lP.y:35.84|lP.z:5.1167|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:10.86|lP.y:35.84|lP.z:10.2367|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:13.42|lP.y:35.84|lP.z:12.7967|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:15.98|lP.y:35.84|lP.z:12.7967|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:18.54|lP.y:35.84|lP.z:12.7967|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:26.22|lP.y:35.84|lP.z:5.1167|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:21.1|lP.y:35.84|lP.z:10.2367|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:23.66|lP.y:35.84|lP.z:10.2367|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:13.42|lP.y:35.84|lP.z:-7.6833|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:5.74|lP.y:35.84|lP.z:-.0033|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:5.74|lP.y:35.84|lP.z:2.5567|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:5.74|lP.y:35.84|lP.z:5.1167|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:7.6767|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:8.3|lP.y:35.84|lP.z:10.2367|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:21.1|lP.y:33.28|lP.z:-5.1233|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:21.1|lP.y:30.72|lP.z:-5.1233|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:21.1|lP.y:35.84|lP.z:-2.5633|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:18.54|lP.y:35.84|lP.z:-2.5633|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:15.98|lP.y:35.84|lP.z:-2.5633|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:13.42|lP.y:35.84|lP.z:-2.5633|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:10.86|lP.y:35.84|lP.z:-2.5633|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:18.54|lP.y:35.84|lP.z:7.6767|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:13.42|lP.y:35.84|lP.z:7.6767|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:21.1|lP.y:35.84|lP.z:7.6767|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:15.98|lP.y:35.84|lP.z:7.6767|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:10.86|lP.y:35.84|lP.z:7.6767|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:21.1|lP.y:35.84|lP.z:5.1167|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:10.86|lP.y:35.84|lP.z:5.1167|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:21.1|lP.y:35.84|lP.z:2.5567|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:10.86|lP.y:35.84|lP.z:2.5567|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:21.1|lP.y:35.84|lP.z:-.0033|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:270|lP.x:10.86|lP.y:35.84|lP.z:-.0033|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:19.112|lP.y:35.335|lP.z:2.5567|lR.x:0|lR.y:0|lR.z:.22975|lR.w:.97325|lS.x:1.119|lS.y:1|lS.z:1
constIndex:282|lP.x:15.98|lP.y:35.335|lP.z:-.5757|lR.x:.16246|lR.y:.68819|lR.z:.16246|lR.w:.68819|lS.x:1.119|lS.y:1|lS.z:1
constIndex:282|lP.x:12.848|lP.y:35.335|lP.z:2.5567|lR.x:.22975|lR.y:.97325|lR.z:0|lR.w:0|lS.x:1.119|lS.y:1|lS.z:1
constIndex:282|lP.x:15.98|lP.y:35.335|lP.z:5.6891|lR.x:.16247|lR.y:.68824|lR.z:-.16241|lR.w:-.68815|lS.x:1.119|lS.y:1|lS.z:1
constIndex:41|lP.x:13.42|lP.y:35.84|lP.z:12.7967|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:28|lP.x:-1.94|lP.y:35.84|lP.z:-5.1233|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:28|lP.x:3.18|lP.y:35.84|lP.z:-5.1233|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:54|lP.x:5.74|lP.y:35.84|lP.z:-5.1233|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:28.78|lP.y:34.56|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:33.9|lP.y:34.56|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:39.02|lP.y:34.56|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:44.14|lP.y:34.56|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:28.78|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:28.78|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:31.34|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:31.34|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:33.9|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:33.9|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:36.46|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:36.46|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:39.02|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:39.02|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:41.58|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:41.58|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:44.14|lP.y:33.92|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:44.14|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:46.7|lP.y:33.92|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:46.7|lP.y:32.64|lP.z:-20.4833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:49.26|lP.y:32.64|lP.z:-20.4833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:51.82|lP.y:32.64|lP.z:-20.4833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:51.82|lP.y:32|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:51.82|lP.y:32.15|lP.z:-15.2043|lR.x:.99807|lR.y:0|lR.z:0|lR.w:-.0621|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:51.82|lP.y:32.47|lP.z:-17.7633|lR.x:.99807|lR.y:0|lR.z:0|lR.w:-.0621|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:46.7|lP.y:32.79|lP.z:-18.0823|lR.x:0|lR.y:-.0621|lR.z:-.99807|lR.w:0|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:46.7|lP.y:33.11|lP.z:-15.5233|lR.x:0|lR.y:-.0621|lR.z:-.99807|lR.w:0|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:46.7|lP.y:33.43|lP.z:-12.9633|lR.x:0|lR.y:-.0621|lR.z:-.99807|lR.w:0|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:46.7|lP.y:33.75|lP.z:-10.4033|lR.x:0|lR.y:-.0621|lR.z:-.99807|lR.w:0|lS.x:1|lS.y:1|lS.z:1.01
constIndex:41|lP.x:62.06|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:-2.5633|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:-.0033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:2.5567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:5.1167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:59.5|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:62.06|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:64.62|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:67.18|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:69.74|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:72.3|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:7.6767|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:5.1167|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:2.5567|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-.0033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-2.5633|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-7.6833|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-10.2433|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:74.86|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:72.3|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:69.74|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:67.18|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:64.62|lP.y:31.04|lP.z:-12.8033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:54.542|lP.y:31.83|lP.z:-12.8033|lR.x:.99807|lR.y:-.0621|lR.z:0|lR.w:0|lS.x:1.011|lS.y:1|lS.z:1
constIndex:41|lP.x:57.1|lP.y:31.51|lP.z:-12.8033|lR.x:.99807|lR.y:-.0621|lR.z:0|lR.w:0|lS.x:1.01|lS.y:1|lS.z:1
constIndex:41|lP.x:59.66|lP.y:31.19|lP.z:-12.8033|lR.x:.99807|lR.y:-.0621|lR.z:0|lR.w:0|lS.x:1.01|lS.y:1|lS.z:1
constIndex:283|lP.x:18.54|lP.y:35.335|lP.z:-.5757|lR.x:.16247|lR.y:-.68815|lR.z:-.16241|lR.w:.68824|lS.x:1.12|lS.y:1|lS.z:1
constIndex:283|lP.x:19.112|lP.y:35.334|lP.z:-.0022|lR.x:.16248|lR.y:-.68819|lR.z:-.16242|lR.w:-.68819|lS.x:1|lS.y:1|lS.z:1.12
constIndex:283|lP.x:12.848|lP.y:35.334|lP.z:-.0022|lR.x:0|lR.y:0|lR.z:-.2297|lR.w:.97326|lS.x:1.12|lS.y:1|lS.z:1
constIndex:283|lP.x:13.421|lP.y:35.334|lP.z:-.5746|lR.x:0|lR.y:-.97326|lR.z:-.22971|lR.w:0|lS.x:1|lS.y:1|lS.z:1.12
constIndex:283|lP.x:13.42|lP.y:35.335|lP.z:5.68907|lR.x:-.1624|lR.y:.6882|lR.z:-.1624|lR.w:.6882|lS.x:1.12|lS.y:1|lS.z:1
constIndex:283|lP.x:12.848|lP.y:35.334|lP.z:5.11557|lR.x:-.16241|lR.y:-.68816|lR.z:-.16241|lR.w:.68825|lS.x:1|lS.y:1|lS.z:1.12
constIndex:283|lP.x:19.112|lP.y:35.334|lP.z:5.1156|lR.x:-.2297|lR.y:.97326|lR.z:0|lR.w:0|lS.x:1.12|lS.y:1|lS.z:1
constIndex:283|lP.x:18.54|lP.y:35.334|lP.z:5.688|lR.x:-.2297|lR.y:0|lR.z:0|lR.w:.97326|lS.x:1|lS.y:1|lS.z:1.12
constIndex:282|lP.x:64.62|lP.y:30.72|lP.z:-2.5633|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:64.62|lP.y:30.72|lP.z:-.0033|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:64.62|lP.y:30.72|lP.z:-5.1233|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
