constIndex:46|lP.x:38.0611|lP.y:47.735|lP.z:-17.1094|lR.x:-.38261|lR.y:0|lR.z:0|lR.w:.92391|lS.x:1|lS.y:1|lS.z:1.41422
constIndex:144|lP.x:35.5011|lP.y:51.2|lP.z:-38.4944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:35.5011|lP.y:51.84|lP.z:-41.0544|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:35.5011|lP.y:51.84|lP.z:-35.9344|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:32.9411|lP.y:51.84|lP.z:-38.4944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:32.9411|lP.y:49.735|lP.z:-40.4824|lR.x:-.2297|lR.y:0|lR.z:0|lR.w:.97326|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:38.0611|lP.y:49.735|lP.z:-40.4824|lR.x:-.2297|lR.y:0|lR.z:0|lR.w:.97326|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:38.0611|lP.y:49.73499|lP.z:-36.5043|lR.x:0|lR.y:-.97326|lR.z:-.22971|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:37.4887|lP.y:49.735|lP.z:-41.0544|lR.x:-.16241|lR.y:-.68816|lR.z:-.16241|lR.w:.68825|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:33.51351|lP.y:49.73499|lP.z:-38.4943|lR.x:.16248|lR.y:-.68819|lR.z:-.16242|lR.w:-.68819|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:33.51353|lP.y:49.73498|lP.z:-35.9343|lR.x:.16248|lR.y:-.68819|lR.z:-.16242|lR.w:-.68819|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:37.48871|lP.y:49.73498|lP.z:-35.9344|lR.x:-.16241|lR.y:-.68816|lR.z:-.16241|lR.w:.68825|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:33.5135|lP.y:49.735|lP.z:-41.0544|lR.x:.16248|lR.y:-.68819|lR.z:-.16242|lR.w:-.68819|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:35.5011|lP.y:49.735|lP.z:-40.4824|lR.x:-.2297|lR.y:0|lR.z:0|lR.w:.97326|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:35.5011|lP.y:49.73498|lP.z:-36.5043|lR.x:0|lR.y:-.97326|lR.z:-.22971|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:32.94109|lP.y:49.73497|lP.z:-36.5043|lR.x:0|lR.y:-.97326|lR.z:-.22971|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:62|lP.x:37.4887|lP.y:49.73499|lP.z:-38.4944|lR.x:-.16241|lR.y:-.68816|lR.z:-.16241|lR.w:.68825|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:144|lP.x:38.0611|lP.y:48.64|lP.z:-38.4944|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:92|lP.x:38.0611|lP.y:48.185|lP.z:-40.4824|lR.x:.97326|lR.y:0|lR.z:0|lR.w:-.2297|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:37.4891|lP.y:48.185|lP.z:-41.0544|lR.x:-.68819|lR.y:-.16242|lR.z:-.68819|lR.w:.16248|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:37.4891|lP.y:48.185|lP.z:-38.4944|lR.x:-.68819|lR.y:-.16242|lR.z:-.68819|lR.w:.16248|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:37.4891|lP.y:48.185|lP.z:-35.9344|lR.x:-.68819|lR.y:-.16242|lR.z:-.68819|lR.w:.16248|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:35.5011|lP.y:48.185|lP.z:-40.4824|lR.x:.97326|lR.y:0|lR.z:0|lR.w:-.2297|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:32.9411|lP.y:48.185|lP.z:-40.4824|lR.x:.97326|lR.y:0|lR.z:0|lR.w:-.2297|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:32.94111|lP.y:48.185|lP.z:-36.5064|lR.x:0|lR.y:-.22971|lR.z:-.97326|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:33.5131|lP.y:48.185|lP.z:-35.9344|lR.x:-.68814|lR.y:.16247|lR.z:.68823|lR.w:.16247|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:33.51311|lP.y:48.185|lP.z:-38.4944|lR.x:-.68814|lR.y:.16247|lR.z:.68823|lR.w:.16247|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:33.51312|lP.y:48.185|lP.z:-41.0544|lR.x:-.68814|lR.y:.16247|lR.z:.68823|lR.w:.16247|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:35.5011|lP.y:48.185|lP.z:-36.5064|lR.x:0|lR.y:-.22971|lR.z:-.97326|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:92|lP.x:38.0611|lP.y:48.185|lP.z:-36.5064|lR.x:0|lR.y:-.22971|lR.z:-.97326|lR.w:0|lS.x:1|lS.y:1|lS.z:1.11803
constIndex:41|lP.x:-28.4989|lP.y:47.642|lP.z:-7.464|lR.x:.99252|lR.y:0|lR.z:0|lR.w:-.1221|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-28.4989|lP.y:48.282|lP.z:-10.0244|lR.x:.99252|lR.y:0|lR.z:0|lR.w:-.1221|lS.x:1|lS.y:1|lS.z:1.04
constIndex:62|lP.x:-13.1389|lP.y:48.96|lP.z:-12.8944|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-13.1389|lP.y:46.4|lP.z:-12.8944|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-20.8189|lP.y:48.64|lP.z:-20.5744|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-20.8189|lP.y:46.08|lP.z:-20.5744|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-28.4989|lP.y:48.64|lP.z:-12.8944|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-28.4989|lP.y:46.08|lP.z:-12.8944|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-20.8189|lP.y:48.64|lP.z:-5.2144|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:62|lP.x:-20.8189|lP.y:46.08|lP.z:-5.2144|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:50.24|lP.z:-5.2144|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:49.882|lP.z:-8.0848|lR.x:.99251|lR.y:0|lR.z:0|lR.w:.12218|lS.x:1|lS.y:1|lS.z:1.03078
constIndex:144|lP.x:-10.5789|lP.y:49.242|lP.z:-10.6444|lR.x:.99251|lR.y:0|lR.z:0|lR.w:.12218|lS.x:1|lS.y:1|lS.z:1.03078
constIndex:199|lP.x:-13.1389|lP.y:48.96|lP.z:-12.8944|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:43.84|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:43.84|lP.z:-12.8944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-15.6989|lP.y:46.08|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-15.6989|lP.y:48.64|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-15.6989|lP.y:46.08|lP.z:-12.8944|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-15.6989|lP.y:48.64|lP.z:-12.8944|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-25.9389|lP.y:46.08|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-25.9389|lP.y:48.64|lP.z:-12.8944|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-25.9389|lP.y:48.64|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-25.9389|lP.y:46.08|lP.z:-12.8944|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:48.64|lP.z:-18.0144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:46.08|lP.z:-18.0144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:48.64|lP.z:-18.0144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:46.08|lP.z:-18.0144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:48.64|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:48.64|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:46.08|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:46.08|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-20.8189|lP.y:48.64|lP.z:-2.6544|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-20.8189|lP.y:48.64|lP.z:-2.6544|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:228|lP.x:-20.8189|lP.y:48.64|lP.z:-2.6544|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:228|lP.x:-20.8189|lP.y:48.64|lP.z:-2.6544|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-23.0569|lP.y:46.359|lP.z:-5.2144|lR.x:.70183|lR.y:-.0863|lR.z:-.70182|lR.w:-.0863|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-25.6173|lP.y:46.999|lP.z:-5.2144|lR.x:.70183|lR.y:-.0863|lR.z:-.70182|lR.w:-.0863|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-26.2489|lP.y:47.648|lP.z:-20.5974|lR.x:.70181|lR.y:.0864|lR.z:.70181|lR.w:-.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-23.6885|lP.y:48.288|lP.z:-20.5974|lR.x:.70181|lR.y:.0864|lR.z:.70181|lR.w:-.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-28.4984|lP.y:46.365|lP.z:-15.1553|lR.x:.99252|lR.y:0|lR.z:0|lR.w:-.1221|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-28.4984|lP.y:47.005|lP.z:-17.7158|lR.x:.99252|lR.y:0|lR.z:0|lR.w:-.1221|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-13.1163|lP.y:47.64799|lP.z:-18.3248|lR.x:0|lR.y:.12218|lR.z:.99251|lR.w:0|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-13.1163|lP.y:48.408|lP.z:-15.8924|lR.x:0|lR.y:.17842|lR.z:.98395|lR.w:0|lS.x:1|lS.y:1|lS.z:1.068
constIndex:41|lP.x:-18.5583|lP.y:46.365|lP.z:-20.5744|lR.x:.70181|lR.y:.08639|lR.z:.70181|lR.w:-.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-15.9979|lP.y:47.005|lP.z:-20.5744|lR.x:.70181|lR.y:.08639|lR.z:.70181|lR.w:-.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-15.3885|lP.y:47.648|lP.z:-5.1914|lR.x:-.7018|lR.y:.0864|lR.z:.70181|lR.w:.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-17.9489|lP.y:48.288|lP.z:-5.1913|lR.x:-.7018|lR.y:.0864|lR.z:.70181|lR.w:.0864|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-13.1389|lP.y:46.365|lP.z:-10.6334|lR.x:0|lR.y:.12218|lR.z:.99251|lR.w:0|lS.x:1|lS.y:1|lS.z:1.04
constIndex:41|lP.x:-13.1389|lP.y:47.005|lP.z:-8.073|lR.x:0|lR.y:.12218|lR.z:.99251|lR.w:0|lS.x:1|lS.y:1|lS.z:1.04
constIndex:199|lP.x:-13.1389|lP.y:48.64|lP.z:-18.0144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:46.08|lP.z:-18.0144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:48.64|lP.z:-15.4544|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:46.08|lP.z:-15.4544|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:46|lP.x:-18.5689|lP.y:48.678|lP.z:-5.2144|lR.x:0|lR.y:0|lR.z:-.1221|lR.w:.99252|lS.x:1.04|lS.y:1|lS.z:1
constIndex:46|lP.x:-16.0089|lP.y:48.038|lP.z:-5.2144|lR.x:0|lR.y:0|lR.z:-.1221|lR.w:.99252|lS.x:1.04|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:46.08|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:48.64|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:46.08|lP.z:-10.3344|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:48.64|lP.z:-10.3344|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:46|lP.x:-13.1389|lP.y:47.398|lP.z:-7.464|lR.x:-.1221|lR.y:0|lR.z:0|lR.w:.99252|lS.x:1|lS.y:1|lS.z:1.04
constIndex:46|lP.x:-13.1389|lP.y:46.758|lP.z:-10.0244|lR.x:-.1221|lR.y:0|lR.z:0|lR.w:.99252|lS.x:1|lS.y:1|lS.z:1.04
constIndex:199|lP.x:-25.9389|lP.y:48.64|lP.z:-20.5744|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-25.9389|lP.y:46.08|lP.z:-20.5744|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-23.3789|lP.y:48.64|lP.z:-20.5744|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-23.3789|lP.y:46.08|lP.z:-20.5744|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:48.64|lP.z:-15.4544|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:46.08|lP.z:-15.4544|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:48.64|lP.z:-18.0144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:46.08|lP.z:-18.0144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:48.64|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:46.08|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:48.64|lP.z:-10.3344|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-28.4989|lP.y:46.08|lP.z:-10.3344|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-20.8189|lP.y:46.08|lP.z:-5.2144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:51.2|lP.z:-15.4544|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:51.2|lP.z:-15.4544|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-13.1389|lP.y:51.2|lP.z:-15.4544|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-13.1389|lP.y:51.2|lP.z:-12.8944|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:48.64|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:48.64|lP.z:-12.8944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-10.5789|lP.y:51.2|lP.z:-12.8944|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-10.5789|lP.y:51.2|lP.z:-10.3344|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-10.5789|lP.y:51.84|lP.z:-7.7744|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-10.5789|lP.y:53.76|lP.z:-5.2144|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:53.76|lP.z:-7.7744|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:54.4|lP.z:-5.2144|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:51.2|lP.z:-12.8944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:51.2|lP.z:-12.8944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:51.2|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:48.64|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:53.76|lP.z:-7.7744|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:228|lP.x:-10.5789|lP.y:53.76|lP.z:-5.2144|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:228|lP.x:-10.5789|lP.y:51.2|lP.z:-5.2144|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:228|lP.x:-10.5789|lP.y:48.64|lP.z:-5.2144|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:48.64|lP.z:-5.2144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:48.64|lP.z:-10.3344|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:48.64|lP.z:-10.3344|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:51.2|lP.z:-5.2144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:51.2|lP.z:-10.3344|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:51.2|lP.z:-10.3344|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:53.76|lP.z:-5.2144|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-10.5789|lP.y:53.76|lP.z:-10.3344|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:51.52|lP.z:-12.8944|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:51.2|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:53.76|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-10.5789|lP.y:48.64|lP.z:-7.7744|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:127|lP.x:-10.5789|lP.y:51.2|lP.z:-5.2144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:127|lP.x:-10.5789|lP.y:48.64|lP.z:-5.2144|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-23.3789|lP.y:46.08|lP.z:-25.6944|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-23.3789|lP.y:46.08|lP.z:-23.1344|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-23.3789|lP.y:46.08|lP.z:-28.2544|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-25.9389|lP.y:46.08|lP.z:-28.2544|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-25.9389|lP.y:46.08|lP.z:-25.6944|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-25.9389|lP.y:46.08|lP.z:-30.8144|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-28.4989|lP.y:46.08|lP.z:-28.2544|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-28.4989|lP.y:46.08|lP.z:-30.8144|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-20.8189|lP.y:46.08|lP.z:-23.1344|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:41|lP.x:-20.8189|lP.y:46.08|lP.z:-25.6944|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-20.8189|lP.y:46.08|lP.z:-25.6944|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:199|lP.x:-20.8189|lP.y:46.08|lP.z:-25.6944|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
