constIndex:254|chunk_sci1_6 (282)|localPosition.x:-25.64|localPosition.y:-28.16|localPosition.z:-23.06|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:260|chunk_sci1_9 (199)|localPosition.x:12.76|localPosition.y:-28.16|localPosition.z:46.06|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (200)|localPosition.x:10.2|localPosition.y:-28.16|localPosition.z:46.06|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (201)|localPosition.x:12.76|localPosition.y:-28.16|localPosition.z:48.62|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (202)|localPosition.x:10.2|localPosition.y:-28.16|localPosition.z:48.62|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (203)|localPosition.x:7.64|localPosition.y:-28.16|localPosition.z:48.62|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (204)|localPosition.x:7.64|localPosition.y:-28.16|localPosition.z:46.06|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (205)|localPosition.x:15.32|localPosition.y:-28.16|localPosition.z:48.62|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (206)|localPosition.x:15.32|localPosition.y:-28.16|localPosition.z:46.06|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (207)|localPosition.x:20.44|localPosition.y:-28.16|localPosition.z:30.7|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (208)|localPosition.x:23|localPosition.y:-28.16|localPosition.z:30.7|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (209)|localPosition.x:25.56|localPosition.y:-28.16|localPosition.z:30.7|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (210)|localPosition.x:28.12|localPosition.y:-28.16|localPosition.z:30.7|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (211)|localPosition.x:28.12|localPosition.y:-27.162|localPosition.z:36.13|localRotation.x:-0.1221|localRotation.y:0|localRotation.z:0|localRotation.w:0.99252.032
constIndex:260|chunk_sci1_9 (212)|localPosition.x:25.56|localPosition.y:-27.162|localPosition.z:36.13|localRotation.x:-0.1221|localRotation.y:0|localRotation.z:0|localRotation.w:0.99252.032
constIndex:260|chunk_sci1_9 (213)|localPosition.x:23|localPosition.y:-27.162|localPosition.z:36.13|localRotation.x:-0.1221|localRotation.y:0|localRotation.z:0|localRotation.w:0.99252.032
constIndex:260|chunk_sci1_9 (214)|localPosition.x:20.44|localPosition.y:-27.162|localPosition.z:36.13|localRotation.x:-0.1221|localRotation.y:0|localRotation.z:0|localRotation.w:0.99252.032
constIndex:262|chunk_sci2_1|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:40.94|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (1)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:40.94|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (2)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:40.94|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (3)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:40.94|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (4)|localPosition.x:35.8|localPosition.y:-25.92|localPosition.z:40.94|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (5)|localPosition.x:35.8|localPosition.y:-29.12|localPosition.z:40.94|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (6)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:38.38|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (7)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:38.38|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (8)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:38.38|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (9)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:38.38|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (10)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:30.7|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (11)|localPosition.x:35.8|localPosition.y:-23.04|localPosition.z:30.7|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (12)|localPosition.x:35.8|localPosition.y:-23.04|localPosition.z:30.7|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (13)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:30.7|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (14)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:23.02|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (15)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:23.02|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (16)|localPosition.x:33.24|localPosition.y:-23.04|localPosition.z:20.46|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (17)|localPosition.x:33.24|localPosition.y:-25.6|localPosition.z:20.46|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (18)|localPosition.x:35.8|localPosition.y:-23.04|localPosition.z:20.46|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (19)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:20.46|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (20)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:20.46|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (21)|localPosition.x:33.24|localPosition.y:-23.04|localPosition.z:20.46|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (22)|localPosition.x:35.8|localPosition.y:-25.6|localPosition.z:20.46|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (23)|localPosition.x:33.24|localPosition.y:-25.6|localPosition.z:20.46|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (24)|localPosition.x:35.8|localPosition.y:-23.04|localPosition.z:20.46|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (25)|localPosition.x:35.8|localPosition.y:-28.16|localPosition.z:20.46|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (26)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:20.46|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (27)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:17.9|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (28)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:17.9|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (29)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:15.34|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (30)|localPosition.x:30.68|localPosition.y:-23.04|localPosition.z:15.34|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (31)|localPosition.x:28.12|localPosition.y:-25.6|localPosition.z:12.78|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (32)|localPosition.x:23|localPosition.y:-25.6|localPosition.z:15.34|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (33)|localPosition.x:20.44|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.415
constIndex:262|chunk_sci2_1 (34)|localPosition.x:17.88|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.415
constIndex:262|chunk_sci2_1 (35)|localPosition.x:12.76|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.415
constIndex:262|chunk_sci2_1 (36)|localPosition.x:10.2|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.415
constIndex:262|chunk_sci2_1 (37)|localPosition.x:17.88|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (38)|localPosition.x:7.64|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (39)|localPosition.x:10.2|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (40)|localPosition.x:10.2|localPosition.y:-26.105|localPosition.z:19.888|localRotation.x:0.22975|localRotation.y:0|localRotation.z:0|localRotation.w:0.97325.11803
constIndex:262|chunk_sci2_1 (41)|localPosition.x:10.2|localPosition.y:-27.385|localPosition.z:22.448|localRotation.x:0.22975|localRotation.y:0|localRotation.z:0|localRotation.w:0.97325.11803
constIndex:262|chunk_sci2_1 (42)|localPosition.x:7.64|localPosition.y:-27.385|localPosition.z:22.448|localRotation.x:0.22975|localRotation.y:0|localRotation.z:0|localRotation.w:0.97325.11803
constIndex:262|chunk_sci2_1 (43)|localPosition.x:5.08|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.41422
constIndex:262|chunk_sci2_1 (44)|localPosition.x:2.52|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.41422
constIndex:262|chunk_sci2_1 (45)|localPosition.x:-0.04|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.41422
constIndex:262|chunk_sci2_1 (46)|localPosition.x:-5.16|localPosition.y:-26.505|localPosition.z:16.245|localRotation.x:-0.38261|localRotation.y:0|localRotation.z:0|localRotation.w:0.92391.41422
constIndex:262|chunk_sci2_1 (47)|localPosition.x:-7.72|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (48)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:15.34|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (49)|localPosition.x:-7.72|localPosition.y:-25.6|localPosition.z:10.22|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (50)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:7.66|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (51)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:5.1|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (52)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:-2.58|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (53)|localPosition.x:-12.84|localPosition.y:-26.88|localPosition.z:-0.02|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (54)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:7.66|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (55)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:5.1|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (56)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:2.54|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (57)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-0.02|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (58)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-5.14|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (59)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-2.58|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (60)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-7.7|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (61)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-10.26|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (62)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-12.82|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:262|chunk_sci2_1 (63)|localPosition.x:-8.6251|localPosition.y:-26.505|localPosition.z:-15.38|localRotation.x:0.38268|localRotation.y:0.92388|localRotation.z:0|localRotation.w:0|localScale.x:1.41422|localScale.y:1|localScale.z:1
constIndex:260|chunk_sci1_9 (215)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:2.54|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:262|chunk_sci2_1 (64)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:260|chunk_sci1_9 (216)|localPosition.x:-5.16|localPosition.y:-25.6|localPosition.z:17.9|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (217)|localPosition.x:-7.72|localPosition.y:-25.6|localPosition.z:15.34|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (218)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:12.78|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (219)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:10.22|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (220)|localPosition.x:-12.84|localPosition.y:-25.6|localPosition.z:-10.26|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (221)|localPosition.x:-12.84|localPosition.y:-25.6|localPosition.z:-12.82|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (222)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:-12.82|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (223)|localPosition.x:-10.28|localPosition.y:-25.6|localPosition.z:-15.38|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (224)|localPosition.x:-15.4|localPosition.y:-25.6|localPosition.z:-12.82|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (225)|localPosition.x:-15.4|localPosition.y:-25.6|localPosition.z:-10.26|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (226)|localPosition.x:-7.72|localPosition.y:-25.6|localPosition.z:-17.94|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:260|chunk_sci1_9 (227)|localPosition.x:-5.16|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:0|localRotation.y:0|localRotation.z:0|localRotation.w:1
constIndex:262|chunk_sci2_1 (65)|localPosition.x:-7.72|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (66)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (67)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-17.94|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (68)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-15.38|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (69)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-12.82|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (70)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (71)|localPosition.x:-0.04|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (72)|localPosition.x:-0.04|localPosition.y:-28.16|localPosition.z:-20.5|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (73)|localPosition.x:-5.16|localPosition.y:-28.16|localPosition.z:-20.5|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (74)|localPosition.x:-5.16|localPosition.y:-30.72|localPosition.z:-20.5|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:262|chunk_sci2_1 (75)|localPosition.x:-5.16|localPosition.y:-30.72|localPosition.z:-20.5|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (76)|localPosition.x:-5.16|localPosition.y:-30.72|localPosition.z:-20.5|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (77)|localPosition.x:-2.6|localPosition.y:-28.16|localPosition.z:-25.62|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (78)|localPosition.x:-2.6|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (79)|localPosition.x:-5.16|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (80)|localPosition.x:2.52|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (81)|localPosition.x:5.08|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (82)|localPosition.x:7.64|localPosition.y:-25.6|localPosition.z:-17.94|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (83)|localPosition.x:5.08|localPosition.y:-25.6|localPosition.z:-20.5|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (84)|localPosition.x:5.08|localPosition.y:-25.6|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (85)|localPosition.x:15.32|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (86)|localPosition.x:12.76|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (87)|localPosition.x:17.88|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (88)|localPosition.x:23|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:262|chunk_sci2_1 (89)|localPosition.x:20.44|localPosition.y:-26.505|localPosition.z:-18.845|localRotation.x:0|localRotation.y:0.92388|localRotation.z:0.38268|localRotation.w:0.41422
constIndex:241|chunk_sci1_1 (278)|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-20.5|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:241|chunk_sci1_1 (279)|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-20.5|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:262|chunk_sci2_1 (90)|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:262|chunk_sci2_1 (91)|localPosition.x:15.32|localPosition.y:-30.87|localPosition.z:-25.461|localRotation.x:0|localRotation.y:0.99807|localRotation.z:-0.0621|localRotation.w:0.00778
constIndex:228|chunk_reac3_4|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:228|chunk_reac3_4 (1)|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:-0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:0.5
constIndex:228|chunk_reac3_4 (2)|localPosition.x:15.32|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (92)|localPosition.x:17.88|localPosition.y:-30.87|localPosition.z:-25.461|localRotation.x:0|localRotation.y:0.99807|localRotation.z:-0.0621|localRotation.w:0.00778
constIndex:262|chunk_sci2_1 (93)|localPosition.x:17.88|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:228|chunk_reac3_4 (3)|localPosition.x:17.88|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:228|chunk_reac3_4 (4)|localPosition.x:20.44|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (94)|localPosition.x:20.44|localPosition.y:-30.87|localPosition.z:-25.461|localRotation.x:0|localRotation.y:0.99807|localRotation.z:-0.0621|localRotation.w:0.00778
constIndex:262|chunk_sci2_1 (95)|localPosition.x:20.44|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:228|chunk_reac3_4 (5)|localPosition.x:23|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:-0.7071|localRotation.y:0|localRotation.z:0|localRotation.w:0.70711
constIndex:262|chunk_sci2_1 (96)|localPosition.x:23|localPosition.y:-30.87|localPosition.z:-25.461|localRotation.x:0|localRotation.y:0.99807|localRotation.z:-0.0621|localRotation.w:0.00778
constIndex:262|chunk_sci2_1 (97)|localPosition.x:23|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
constIndex:228|chunk_reac3_4 (6)|localPosition.x:23|localPosition.y:-30.72|localPosition.z:-25.62|localRotation.x:0.5|localRotation.y:0.5|localRotation.z:0.5|localRotation.w:-0.5
constIndex:228|chunk_reac3_4 (7)|localPosition.x:23|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:228|chunk_reac3_4 (8)|localPosition.x:20.44|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:228|chunk_reac3_4 (9)|localPosition.x:17.88|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:0.70711|localRotation.z:0.70711|localRotation.w:0
constIndex:262|chunk_sci2_1 (98)|localPosition.x:25.56|localPosition.y:-30.72|localPosition.z:-23.06|localRotation.x:0|localRotation.y:1|localRotation.z:0|localRotation.w:0
