constIndex:144|lP.x:39.7511|lP.y:107.882|lP.z:-56.2306|lR.x:.92388|lR.y:.38268|lR.z:0|lR.w:0|lS.x:1.415|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:106.9769|lP.z:.0894|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:27.8561|lP.y:106.9769|lP.z:-5.0306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:27.8561|lP.y:109.5369|lP.z:-5.0306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:106.9769|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:25.2961|lP.y:106.9769|lP.z:-2.4706|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:109.5369|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:25.2961|lP.y:109.5369|lP.z:-2.4706|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:12.4961|lP.y:109.5369|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:109.5369|lP.z:-2.4706|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:12.4961|lP.y:106.9769|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:106.9769|lP.z:-2.4706|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:112.0969|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:112.0969|lP.z:-2.4706|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:9.9361|lP.y:109.5369|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:9.9361|lP.y:106.9769|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:7.3761|lP.y:109.5369|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:7.3761|lP.y:106.9769|lP.z:-2.4706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:5.7212|lP.y:106.9769|lP.z:-27.1655|lR.x:-.65323|lR.y:.27061|lR.z:.27061|lR.w:.65331|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:7.3761|lP.y:109.5369|lP.z:-30.6306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:5.7212|lP.y:109.5369|lP.z:-27.1655|lR.x:-.65323|lR.y:.27061|lR.z:.27061|lR.w:.65331|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:12|lP.x:4.8161|lP.y:106.9769|lP.z:-28.0706|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:3.1612|lP.y:109.5369|lP.z:-24.6055|lR.x:-.65323|lR.y:.27061|lR.z:.27061|lR.w:.65331|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:3.1612|lP.y:106.9769|lP.z:-24.6055|lR.x:-.65323|lR.y:.27061|lR.z:.27061|lR.w:.65331|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:106.9769|lP.z:-28.0706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:12.4961|lP.y:106.9769|lP.z:-28.0706|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:9.9361|lP.y:106.9769|lP.z:-25.5106|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:7.3761|lP.y:106.9769|lP.z:-25.5106|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:12.4961|lP.y:106.9769|lP.z:-28.0706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-22.9506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-22.9506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:2.2561|lP.y:106.9769|lP.z:-20.3906|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-20.3906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-20.3906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-17.8306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-17.8306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-15.2706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-15.2706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-10.1506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-10.1506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-7.5906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-7.5906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-5.0306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-5.0306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-2.4706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-2.4706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-12.7106|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:4.8161|lP.y:109.5369|lP.z:.0894|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:4.8161|lP.y:109.5369|lP.z:.0894|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:8.2812|lP.y:109.5369|lP.z:1.7443|lR.x:-.2706|lR.y:.65328|lR.z:.65328|lR.w:.2706|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:34.631|lP.y:109.5369|lP.z:-3.3757|lR.x:.2706|lR.y:.65328|lR.z:.65328|lR.w:-.2706|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:30.4161|lP.y:109.5369|lP.z:2.6494|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:30.4161|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:9.9361|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:34.631|lP.y:106.9769|lP.z:-3.3757|lR.x:.2706|lR.y:.65328|lR.z:.65328|lR.w:-.2706|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:32.071|lP.y:106.9769|lP.z:-.8157|lR.x:.2706|lR.y:.65328|lR.z:.65328|lR.w:-.2706|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:32.071|lP.y:109.5369|lP.z:-.8157|lR.x:.2706|lR.y:.65328|lR.z:.65328|lR.w:-.2706|lS.x:1.41422|lS.y:1|lS.z:1
constIndex:16|lP.x:25.2961|lP.y:106.9769|lP.z:.0894|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:32.9761|lP.y:106.9769|lP.z:.0894|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:106.9769|lP.z:.0894|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:25.2961|lP.y:106.9769|lP.z:.0894|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:27.8561|lP.y:106.9769|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:30.4161|lP.y:106.9769|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:32.9761|lP.y:106.9769|lP.z:-7.5906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:32.9761|lP.y:109.5369|lP.z:-7.5906|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:106.9769|lP.z:-12.7106|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:109.5369|lP.z:-12.7106|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:106.9769|lP.z:-15.2706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:109.5369|lP.z:-15.2706|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:106.9769|lP.z:-17.8306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:35.5361|lP.y:109.5369|lP.z:-17.8306|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:30.4161|lP.y:106.9769|lP.z:-5.0306|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:30.4161|lP.y:109.5369|lP.z:-5.0306|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.7071|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:27.8561|lP.y:106.9769|lP.z:-25.5106|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:25.2961|lP.y:106.9769|lP.z:-25.5106|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:22.7361|lP.y:106.9769|lP.z:-25.5106|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:106.9769|lP.z:-25.5106|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:25.2961|lP.y:106.9769|lP.z:-25.5106|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:27.8561|lP.y:106.9769|lP.z:-25.5106|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:22.7361|lP.y:106.9769|lP.z:-25.5106|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:27.8561|lP.y:106.6969|lP.z:-25.8206|lR.x:.43517|lR.y:.43517|lR.z:.55736|lR.w:-.55731|lS.x:1.03078|lS.y:1|lS.z:1
constIndex:282|lP.x:32.9761|lP.y:106.9769|lP.z:-20.3906|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:32.9761|lP.y:109.5369|lP.z:-20.3906|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:32.9761|lP.y:106.9769|lP.z:-22.9506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:32.9761|lP.y:109.5369|lP.z:-22.9506|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:1|lS.y:1|lS.z:1
constIndex:13|lP.x:25.2961|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:15|lP.x:27.8561|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:17|lP.x:22.7361|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:17|lP.x:12.4961|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:14|lP.x:15.0561|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:14|lP.x:17.6161|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:14|lP.x:20.1761|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:12.4961|lP.y:106.9769|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:106.9769|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:9.9361|lP.y:106.9769|lP.z:-2.4706|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:15.0561|lP.y:106.9769|lP.z:-2.4706|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:15.0561|lP.y:106.9769|lP.z:-2.4706|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:12.4961|lP.y:106.9769|lP.z:-2.4706|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:9.9361|lP.y:106.9769|lP.z:-2.4706|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:9.93611|lP.y:106.6969|lP.z:-2.1602|lR.x:-.55731|lR.y:.55736|lR.z:.43517|lR.w:.43517|lS.x:1.03078|lS.y:1|lS.z:1
constIndex:196|lP.x:12.4961|lP.y:109.5369|lP.z:.0894|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:12.4961|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:9.9361|lP.y:109.5369|lP.z:.0894|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:9.9361|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:7.3761|lP.y:109.5369|lP.z:.0894|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:7.3761|lP.y:109.5369|lP.z:2.6494|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:12.4961|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:9.9361|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:7.3761|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:.0894|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-2.4706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:-5.0306|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-5.0306|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:-7.5906|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-7.5906|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-10.1506|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-12.7106|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-15.2706|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-17.8306|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:2.2561|lP.y:109.5369|lP.z:-20.3906|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:-17.8306|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:30.4151|lP.y:105.4169|lP.z:-20.7006|lR.x:.43517|lR.y:.43517|lR.z:.55736|lR.w:-.55731|lS.x:1.15|lS.y:1|lS.z:1
constIndex:282|lP.x:7.3771|lP.y:105.4169|lP.z:-7.2806|lR.x:-.55732|lR.y:.55736|lR.z:.43517|lR.w:.43517|lS.x:1.15|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-10.1506|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-10.1506|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-12.7106|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-12.7106|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:106.9769|lP.z:-15.2706|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:2.2561|lP.y:109.5369|lP.z:-15.2706|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:12|lP.x:4.8161|lP.y:106.9769|lP.z:-20.3906|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:4.8161|lP.y:106.9769|lP.z:-20.3906|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:4.8161|lP.y:109.5369|lP.z:-20.3906|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:4.8161|lP.y:109.5369|lP.z:-17.8306|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:16|lP.x:4.8161|lP.y:106.9769|lP.z:-17.8306|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:196|lP.x:4.8161|lP.y:109.5369|lP.z:-20.3906|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:4.8161|lP.y:106.9769|lP.z:-7.5906|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:282|lP.x:4.8161|lP.y:109.5369|lP.z:-7.5906|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-18.2239|lP.y:105.6969|lP.z:20.5694|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:144|lP.x:-18.2239|lP.y:105.6969|lP.z:20.5694|lR.x:1|lR.y:0|lR.z:0|lR.w:0|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-20.7839|lP.y:105.6969|lP.z:20.5694|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-25.9039|lP.y:105.6969|lP.z:20.5694|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-28.4639|lP.y:105.6969|lP.z:20.5694|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-28.4639|lP.y:108.2569|lP.z:20.5694|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-25.9039|lP.y:105.6969|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-25.9039|lP.y:108.2569|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-20.7839|lP.y:108.2569|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-20.7839|lP.y:105.6969|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-15.6639|lP.y:108.2569|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-15.6639|lP.y:105.6969|lP.z:43.6094|lR.x:-.7071|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-15.6639|lP.y:108.2569|lP.z:43.6094|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
constIndex:136|lP.x:-15.6639|lP.y:105.6969|lP.z:43.6094|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:1|lS.y:1|lS.z:1
